Original Index,Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,Unnamed: 18
6294,Repair and Restoration of Gadakharad to Badal for the year 2022-23 in the District of Puri.,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Repair and Restoration of Gadakharad to Badal for the year 2022-23 in the District of Puri.,"4,82,177",Civil Works - Others,,759122,EO/AGLM-25/2021-22,2022_ORULB_76531_41,Open Tender,Works,Nil,Nil,"513,090",30-Dec-2022,"INR 482,176.93",
6295,Repair and Restoration of Ghantapur Malisahi road for the year 2022-23 in the District of Puri.,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality",Repair and Restoration of Ghantapur Malisahi road for the year 2022-23 in the District of Puri.,"3,21,444",Civil Works - Others,,759122,EO/AGLM-25/2021-22,2022_ORULB_76531_20,Open Tender,Works,Nil,Nil,"306,050",01-Oct-2022,"INR 321,443.51",
6296,Repair and Restoration of L-32 to Rudupur road for the year 2022-23 in the District of Puri.,GUNUPUR,Municipal Bodies||Gunupur Municipal Council,GUNUPUR,Repair and Restoration of L-32 to Rudupur road for the year 2022-23 in the District of Puri.,"4,69,299",Civil Works - Others,,765022,GUN-MUN-57/2022-23,2022_ORULB_75675_21,Open Tender,Works,Nil,Nil,"469,299",23-Oct-2022,"INR 469,299",
6297,Repair and Restoration of Nilakantha to Gadisagada for the year 2022-23 in the District of Puri.,GUNUPUR,Municipal Bodies||Gunupur Municipal Council,GUNUPUR,Repair and Restoration of Nilakantha to Gadisagada for the year 2022-23 in the District of Puri.,"1,97,230",Civil Works - Others,,765022,GUN-MUN-57/2022-23,2022_ORULB_75675_15,Open Tender,Works,Nil,Nil,"197,230",05-Nov-2022,"INR 197,230",
6298,Repair and Restoration of Mandarbasta Kalyanpur for the year 2022-23 in the District of Puri.,Sonepur,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Repair and Restoration of Mandarbasta Kalyanpur for the year 2022-23 in the District of Puri.,"2,00,09,707",Civil Works - Bridges,,767017,CCE (R and B) BGR-11-2021-22,2022_EICCL_75970_2,National Competitive Bid,Works,Nil,Nil,"17,010,252",20-May-2022,"INR 17,010,252",
6299,Repair and Restoration of Lendu Kaduaghat road for the year 2022-23 in the District of Puri.,Sonepur,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Repair and Restoration of Lendu Kaduaghat road for the year 2022-23 in the District of Puri.,"2,15,96,519",Civil Works - Bridges,,767017,CCE (R and B) BGR-10-2021-22,2022_EICCL_75957_20,National Competitive Bid,Works,Nil,Nil,"18,359,200",26-May-2022,"INR 18,359,200",
6300,Repair and Restoration of RD road to Kandagada road for the year 2022-23 in the District of Puri.,Puri,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,"O/o Superintending Engineer, R.W.Division, Puri.",Repair and Restoration of RD road to Kandagada road for the year 2022-23 in the District of Puri.,"10,45,000",Civil Works - Roads,,752001,Online-08 Dt.10.08.2022,2022_CERWI_80629_1,National Competitive Bid,Works,Nil,Nil,"888,320",15-Mar-2023,"INR 1,044,959.54",
6301,Repair and Restoration of Dhanakera to Nimakera for the year 2022-23 in the District of Puri.,Jagatsinghpur,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Jagatsinghpur,Repair and Restoration of Dhanakera to Nimakera for the year 2022-23 in the District of Puri.,"12,60,157",Civil Works - Roads,,754103,06 of 2022-23,2022_CERWI_80498_1,Open Tender,Works,Nil,Nil,"1,071,260",04-Jan-2023,"INR 1,071,260",
6302,Repair and Restoration of T-7 to Tikarpada for the year 2022-23 in the District of Puri.,Jagatsinghpur,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Jagatsinghpur,Repair and Restoration of T-7 to Tikarpada for the year 2022-23 in the District of Puri.,"6,72,027",Miscellaneous Works,,754103,06 of 2022-23,2022_CERWI_80492_1,Open Tender,Works,Nil,Nil,"571,290",31-Jan-2023,"INR 571,290",
6303,Repair and Restoration of Bajapei Delanghat road to Rainsol for the year 2022-23 in the District of Puri.,"KARANJIA,MAYURBHANJ",CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,"O/O the S.E.R.W.Divison,Karanjia",Repair and Restoration of Bajapei Delanghat road to Rainsol for the year 2022-23 in the District of Puri.,"30,96,999",Civil Works - Roads,,757037,RWDKNJ 05/2022-23,2022_CERWI_79766_1,Open Tender,Works,Nil,Nil,"2,632,758.79",07-Oct-2022,"INR 2,632,758.79",
6304,Repair and Restoration of PWD road to Hatasahi for the year 2022-23 in the District of Puri.,Jaraka,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAJPUR-II,Jaraka,Repair and Restoration of PWD road to Hatasahi for the year 2022-23 in the District of Puri.,"8,84,974",Miscellaneous Works,,755050,02 of 2022-23,2022_CERWI_79098_1,Open Tender,Works,Nil,Nil,"752,317",20-Aug-2022,"INR 752,317",
6305,Repair and Restoration of Jagadalpur Jatani Pipili road for the year 2022-23 in the District of Puri.,Papadahandi,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of Jagadalpur Jatani Pipili road for the year 2022-23 in the District of Puri.,"31,85,670",Civil Works - Roads,,764070,02 of 2022 23,2022_CERWI_79087_1,Open Tender,Works,Nil,Nil,"2,708,138",24-Sep-2022,"INR 2,708,138",
6306,Repair and Restoration of JJP road to Talasahi for the year 2022-23 in the District of Puri.,Papadahandi,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of JJP road to Talasahi for the year 2022-23 in the District of Puri.,"23,00,950",Civil Works - Roads,,764070,02 of 2022 23,2022_CERWI_79086_1,Open Tender,Works,Nil,Nil,"1,956,037",24-Aug-2022,"INR 1,956,037",
6307,Repair and Restoration of Chainpur Kalupada road for the year 2022-23 in the District of Puri.,Tentulikhunti,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of Chainpur Kalupada road for the year 2022-23 in the District of Puri.,"29,20,074",Civil Works - Roads,,764070,02 of 2022 23,2022_CERWI_79085_1,Open Tender,Works,Nil,Nil,"2,482,355",25-Aug-2022,"INR 2,482,355",
6308,Repair and Restoration of Kumudal Basantapur road for the year 2022-23 in the District of Puri.,Papadahandi,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of Kumudal Basantapur road for the year 2022-23 in the District of Puri.,"22,12,096",Civil Works - Roads,,764071,02 of 2022 23,2022_CERWI_79084_1,Open Tender,Works,Nil,Nil,"1,880,503",25-Aug-2022,"INR 1,880,503",
6309,Repair and Restoration of Nadakhanda to Nuagaon road for the year 2022-23 in the District of Puri.,Papadahandi,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of Nadakhanda to Nuagaon road for the year 2022-23 in the District of Puri.,"23,00,921",Civil Works - Roads,,764071,02 of 2022 23,2022_CERWI_79083_1,Open Tender,Works,Nil,Nil,"1,956,012.96",24-Aug-2022,"INR 1,956,012.95",
6310,Repair and Restoration of Maligaon Singhberhampur road for the year 2022-23 in the District of Puri.,Kosagumuda,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and Restoration of Maligaon Singhberhampur road for the year 2022-23 in the District of Puri.,"17,69,661",Civil Works - Roads,,764061,02 of 2022 23,2022_CERWI_79075_1,Open Tender,Works,Nil,Nil,"1,504,388.62",25-Aug-2022,"INR 1,504,388.62",
6311,Repair and restoration of i) Gopalpur to Sulia road ii) Haripur to Karajanga road iii) Bandhadiha to Janaka Road iv) Prathamakhandi to Bandhadiha road v) Rd road to Nuahat under FDR for the Year 2021-22,Kosagumuda,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Repair and restoration of i) Gopalpur to Sulia road ii) Haripur to Karajanga road iii) Bandhadiah to Janaka Road iv)Prathamakhandi to Bandhadiha road v)Rd road to Nuahat under FDR for the Year 2021-22 in the District of Jajpur,"17,69,919",Civil Works - Roads,,764061,02 of 2022 23,2022_CERWI_79073_1,Open Tender,Works,Nil,Nil,"1,504,608",25-Aug-2022,"INR 1,504,608",
6312,Provision for construction of GSR including pump house near Balanga road of Ward No-11 in Zone-IV under 24x7 water supply to Nimapara NAC,Nandahandi,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,Nabarangapur,Provision for construction of GSR including pump house near Balanga road of Ward No-11 in Zone-IV under 24x7 water supply to Nimapara NAC,"31,85,757",Civil Works - Roads,,764078,02 of 2022 23,2022_CERWI_79063_1,Open Tender,Works,Nil,Nil,"2,708,211.73",25-Aug-2022,"INR 2,708,211.727",
6313,Providing power supply to 3ph 40KW PWW load to the PHD pump house at Dibya Jiban Sangha Nimapara in connection of the work Improvement of water supply to Nimapara NAC under State Plan,KEONJHAR,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,"R.W DIVISION-I, KEONJHAR",Providing power supply to 3ph 40KW PWW load to the PHD pump house at Dibya Jiban Sangha Nimapara in connection of the work Improvement of water supply to Nimapara NAC under State Plan,"7,96,135",Civil Works - Roads,,758001,01 2022 23,2022_CERWI_78783_1,National Competitive Bid,Works,Nil,Nil,"676,795",17-Oct-2022,"INR 796,135",
6314,Shifting of water pipe line for 4 lanning of Sundaragrh - Lephripara road from 0 km to 550 km MDR-27 Sundaragrh Town Portion under Deposit,Kendujhar,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,Kendujhar,Shifting of water pipe line for 4 lanning of Sundaragrh - Lephripara road from 0 km to 550 km MDR-27 Sundaragrh Town Portion under Deposit,"22,32,206",Civil Works - Roads,,758001,01 2022 23,2022_CERWI_78752_1,National Competitive Bid,Works,Nil,Nil,"1,897,599",21-Nov-2022,"INR 2,232,206",
6315,Construction of lntake well and pump house at Satnadhar Sundargarh for 24x7 and DFT water supply to Sundargarh Town,"SALAPADA, ANANDAPUR",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,"Salapada, Anandapur",Construction of lntake well and pump house at Satnadhar Sundargarh for 24x7 and DFT water supply to Sundargarh Town,"22,32,142",Miscellaneous Works,,758020,4158,2022_CERWI_78735_1,Open Tender,Works,Nil,Nil,"1,897,544",03-Dec-2022,"INR 2,232,142",
6316,"Pipe Water Supply to Govt. (SSD) Higher Secondary School, Dharambandha of Dharambandha GP Under Nuapada Block in the Dist. Of Nuapada","SALAPADA, ANANDAPUR",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,"Salapada, Anandapur","Pipe Water Supply to Govt. (SSD) Higher Secondary School, Dharambandha of Dharambandha GP Under Nuapada Block in the Dist. Of Nuapada","26,78,707",Miscellaneous Works,,758020,4158,2022_CERWI_78727_1,Open Tender,Works,Nil,Nil,"2,277,169",03-Dec-2022,"INR 2,678,707",
6317,"Improvement of New Purunapani CC Road, Kaliapani",TITILAGARH,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-TITLAGARH,"O/o the S.E.R.W.Division,Titilagarh",Road Works,"9,80,052",Civil Works - Roads,,767042,EETIG-ONLINE-08/2021-22,2022_CERWI_76212_5,Open Tender,Works,Nil,Nil,"833,142",21-Apr-2022,"INR 833,142",
6318,"Renovation and Beautification of New Pond, Dhuligarh",BALANGIR,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir","O/O THE CCE,LSP, BALANGIR","Renovation and Beautification of New Pond,","1,13,73,193",Civil Works - Roads,,767002,"05/2022-23 of CCE,LSP,Balangir",2022_CEEBO_79003_1,Open Tender,Works,Nil,Nil,"9,668,352",29-Jul-2022,"INR 9,668,352",
6319,Renovation and Beautification of Nuagan Sai Mandir Pond,BALANGIR,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir","O/o the CCE,LSP,BALANGIR",Renovation and Beautification of POND,"1,84,99,450",Civil Works - Roads,,767002,"01/2022-23 of CCE,LSP,BALANGIR",2022_CEEBO_76816_1,Open Tender,Works,Nil,Nil,"15,726,382.24",31-May-2022,"INR 15,726,382.24",
6320,Construction of New Sub centre building at Dabardhuapatna,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Construction of New Sub centre building at Dabardhuapatna,"4,42,000",Civil Works - Canal,,761126,e-BNID-06/2022-23,2022_CEBMB_79650_48,Open Tender,Works,Nil,Nil,"369,761",09-Jan-2023,"INR 369,761",
6321,Construction of Sub centre Building at Tampada,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction Of Day Care Sub centre cum wellness Centre at Tampada,"7,14,286",Civil Works - Others,,759122,EO/AGLM-20/2021-22,2021_ORULB_73137_13,Open Tender,Works,Nil,Nil,"800,000",14-Mar-2023,"INR 714,286.49",
6322,Construction of Sub centre Building at Erancha,Ward No-4,Municipal Bodies||Kuchinda NAC,OFFICE OF THE EXECUTIVE OFFICER NAC KUCHINDA,Construction of Day-care Sub centre cum Wellness Centre at Erancha,"97,740",Civil Works - Others,,768222,KCDA/NAC-11/2021-22,2021_ORULB_72707_24,Open Tender,Works,Nil,Nil,"83,039.91",28-Oct-2022,"INR 83,039.91",
6323,CONSTRUCTION OF DAY CARE SUB CENTRE CUM HEALTH AND WELLNESS CENTRE AT REGEDA,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",CONSTRUCTION OF DAY CARE SUB CENTRE CUM HEALTH AND WELLNESS CENTRE AT REGEDA,"15,66,965",Civil Works - Others,,759122,EO/AGLM-18/2021-22,2021_ORULB_72308_6,Open Tender,Works,Nil,Nil,"1,755,000",18-Jan-2023,"INR 1,566,964.84",
6324,CONSTRUCTION OF DAY CARE SUB CENTRE CUM HEALTH AND WELLNESS CENTRE AT PADAMALA,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",CONSTRUCTION OF DAY CARE SUB CENTRE CUM HEALTH AND WELLNESS CENTRE AT PADAMALA,"10,71,429",Civil Works - Others,,759122,EO/AGLM-18/2021-22,2021_ORULB_72308_38,Open Tender,Works,Nil,Nil,"1,200,000",17-Jan-2023,"INR 1,071,428.74",
6325,Construction of Sub Centre Building at Nariso G.P,Sambalpur,Municipal Bodies||Sambalpur Municipal Corporation,Sambalpur Municipal Corporation,Construction of Sub Centre Building at Nariso G.P,"3,56,854",Civil Works - Others,,768001,03/SMC_SBP/2021-22,2021_ORULB_71082_2,Open Tender,Works,Nil,Nil,"303,361",22-Aug-2022,"INR 356,854",
6326,Construction of New Sub Centre Building at Pampalo GP in Balipatna Block,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Construction of New Sub Centre Building at Pampalo GP in Balipatna Block,"1,77,400",Civil Works - Others,,759122,EO/AGLM-09/2021-22,2021_ORULB_70459_2,Open Tender,Works,Nil,Nil,"150,802",18-Jan-2023,"INR 177,393.77",
6327,SUB CENTRE AT BALICHANDRAPUR OF BITANA GP,Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",SUB CENTRE AT BALICHANDRAPUR OF BITANA GP,"1,36,600",Civil Works - Others,,759122,EO/AGLM-09/2021-22,2021_ORULB_70459_1,Open Tender,Works,Nil,Nil,"116,130",17-Jan-2023,"INR 136,607.92",
6328,SUB CENTRE AT OLEICHANDANPUR GP,BMC Area Limited,Municipal Bodies||Bhubaneswar Municipal Corporation,"Drainage Division,BMC",BUILDING,"87,48,966",Civil Works - Others,,751014,BMC- DD-CE-01/2021-22 dtd.08.04.2021,2021_ORULB_67722_2,Open Tender,Works,Nil,Nil,"8,329,995",23-Mar-2022,"INR 8,329,995",
6329,Construction of Day care Sub-Center Cum Health and Wellness Center at Bilipada.,"OHPC Colony premises, Balimela",Odisha Hydro Power Corporation Ltd||Balimela H.E. Project Balimela,"O/o the Unit Head, BHEP, Balimela",Construction of Day care Sub-Center Cum Health and Wellness Center at Bilipada.,"49,80,420",Civil Works - Roads,Strenghening and widening of Bituminous Roads,764051,BHEP/35/2021-22 DATED 22.12.2021,2021_OHPCL_75281_1,Open Tender,Works,Nil,Nil,"5,129,335",24-Nov-2022,"INR 5,129,335",
6330,Construction of Day care subcentre cum Health and Wellness centre at SAMSARPUR,Balangir,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Construction of Day care subcentre cum Health and Wellness centre at SAMSARPUR,"1,74,88,840",Civil Works - Bridges,,767001,CCE (R and B) BGR-07-2021-22,2021_EICCL_73361_5,National Competitive Bid,Works,Nil,Nil,"14,867,263",07-Apr-2022,"INR 14,867,263",
6331,Construction of Day care subcentre cum Health and wellness centre at Badabhuin,RAIRANGPUR,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,Construction of Day care subcentre cum Health and wellness centre at Badabhuin,"29,67,000",Civil Works - Roads,,757043,IFB SE 24 OF 2021-22,2021_EICCL_72903_4,Open Tender,Works,Nil,Nil,"2,581,581",07-Jun-2022,"INR 2,581,581",
6332,"Manufacturing, Supply and Erection of 1 (One) No. 10MT Capacity E.O.T. Crane with Support Structure including Consultancy Charges",RAIRANGPUR,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,MECHANICAL WORKS,"8,92,900",Civil Works - Roads,,757043,IFB SE 24 OF 2021-22,2021_EICCL_72903_13,Open Tender,Works,Nil,Nil,"759,066",07-Jun-2022,"INR 759,066",
6333,"Construction of Examination and Conference Hall (2nd Floor) in the Existing office building of Executive Engineer PandIWT, Mechanical Division, Cuttack",RAIRANGPUR,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,"Construction of Examination and Conference Hall (2nd Floor) in the Existing office building of Executive Engineer PandIWT, Mechanical Division, Cuttack","12,94,600",Civil Works - Roads,,757043,IFB SE 24 OF 2021-22,2021_EICCL_72903_12,Open Tender,Works,Nil,Nil,"1,100,556",06-Jun-2022,"INR 1,100,556",
6334,"Renovation and Modernization of Fish Landing Center at Kharnasi in Kendrapara District, Odisha for the Year of 2022-2023",RAIRANGPUR,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,O/O THE S.E RAIRANGPUR R AND B DIVISION,"Renovation and Modernization of Fish Landing Center at Kharnasi in Kendrapara District, Odisha for the Year of 2022-2023","15,45,300",Civil Works - Roads,,757043,IFB SE 24 OF 2021-22,2021_EICCL_72903_11,Open Tender,Works,Nil,Nil,"1,313,656",07-Jun-2022,"INR 1,313,656",
6335,Automation of 2.6 MLD WTP at Kotpad NAC Under SCA 2022-23,ANGUL,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Executive Engineer Angul R and B Division,Automation of 2.6 MLD WTP at Kotpad NAC,"75,02,070",Civil Works - Roads,,759122,EE (R and B) Angul-12/ 2021-22,2021_EICCL_72245_3,Open Tender,Works,Nil,Nil,"6,377,510",26-Jun-2022,"INR 6,377,510",
6336,"Construction of shed for DG set and water tanker including tool room in connection with the work - Provision of 63 KVA DG Set with anicilary work for Dhenkanal Autonomus college pump house, Kunjakata, Lalitnagar pump house Dhenkanal",PADAMPUR,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,"O/O EE, RAYAGADA (RANDB) DIVISION II","Construction of shed for DG set and water tanker including tool room in connection with the work - Provision of 63 KVA DG Set with anicilary work for Dhenkanal Autonomus college pump house, Kunjakata, Lalitnagar pump house Dhenkanal","26,14,493",Civil Works - Roads,,765025,RC (RANDB) RGD No-II 09/2021-22,2021_EICCL_72112_9,Open Tender,Works,Nil,Nil,"2,222,581",28-Jun-2022,"INR 2,222,581",
6337,Infrastructure Development of Sanaghagara such as Cafeteria in Keonjhar District.,JHARSUGUDA,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,O/O the EE Jharsuguda R and B Division,Infrastructure Development of Sanaghagara such as Cafeteria in Keonjhar District.,"17,62,527",Civil Works - Others,DRAIN AND CULVERT,768202,Bid Identification No-EE-RandB-JSG- 09 OF 2021-22,2021_EICCL_72087_1,Open Tender,Works,Nil,Nil,"1,498,324",23-Jul-2022,"INR 1,498,324",
6338,Infrastructure Development of Bakreswar Mahadev Temple with Connectivity in Balasore District,ANGUL,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Executive Engineer Angul R and B Division,Infrastructure Development of Bakreswar Mahadev Temple with Connectivity in Balasore District,"8,83,690",Civil Works - Roads,,759122,EE (R and B) Angul-10/ 2021-22,2021_EICCL_71932_7,Open Tender,Works,Nil,Nil,"751,225",26-Jun-2022,"INR 751,225",
6339,Painting of Godown at SWC Nimapara,ANGUL,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,O/O the Executive Engineer Angul R and B Division,Painting of Godown at SWC Nimapara,"60,91,069",Civil Works - Roads,,759122,EE (R and B) Angul-06/ 2021-22,2021_EICCL_70927_8,Open Tender,Works,Nil,Nil,"5,766,415",25-Jun-2022,"INR 5,766,415",
6340,Construction of compound wall at SWC Phulbani,CMC,Municipal Bodies||Cuttack Municipal Corporation,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",Construction of compound wall at SWC Phulbani,"5,50,807",Civil Works - Others,,753012,MC(CMC)CTC_Div-I_No37/2020-21,2020_ORULB_63526_13,Open Tender,Works,"Municipal Commissioner ,C.M.C",Cuttack,"468,241.03",10-Oct-2022,"INR 468,241",
6341,Construction of Compound wall at SWC Gunupur,"SMC, Sambalpur",Municipal Bodies||Sambalpur Municipal Corporation,"SMC, Sambalpur",Construction of Compound wall at SWC Gunupur,"13,36,537",Civil Works - Others,,768001,02/SMC/2019-2020,2019_ORULB_55763_12,Open Tender,Works,"Commissioner, SMC, Sambalpur",Samabalpur,"1,136,189.77",30-Apr-2022,"INR 1,136,189.77",
6342,Construction of compound wall at SWC Rayagada,Balangir Municipality,Municipal Bodies||Balangir Municipality,"Office of the Municipal Council, Balangir",Construction of compound wall at SWC Rayagada,"3,00,000",Civil Works - Others,,767001,BLGR MPTY/06(01-63)/2018-19,2019_ORULB_52794_52,Open Tender,Works,"Executive Officer, Balangir Municipality",Balangir,"227,503.92",27-Oct-2022,"INR 227,503.92",
6343,Interior and exterior painting with minor repair at SWC Jagatpur,Boudh,Orissa State Police Housing and Welfare Corporation Ltd,OPHWC BHUBANESWAR,Interior and exterior painting with minor repair at SWC Jagatpur,"45,70,284",Civil Works - Buildings,,751022,49/OPHWC/2022-23,2023_OSPHW_85205_1,National Competitive Bid,Works,Nil,Nil,"4,296,524.13",04-Mar-2023,"INR 4,296,524.13",
6352,Construction of cement concrete road at SWC Kantabanjhi,Chandabali NAC,Municipal Bodies||Chandbali NAC,"Chandabali NAC, Chandabali.",Construction of cement concrete road at SWC Kantabanjhi,"15,00,000",Civil Works - Others,,756133,CN/05 /2022-23,2023_ORULB_86019_32,Open Tender,Works,Nil,Nil,"1,275,523.36",23-Apr-2023,"INR 1,275,523.36",
6353,Construction of cement concrete road at SWC Malmunda,Chandabali NAC,Municipal Bodies||Chandbali NAC,"Chandabali NAC, Chandabali.",Construction of cement concrete road at SWC Malmunda,"20,00,000",Civil Works - Others,,756133,CN/05 /2022-23,2023_ORULB_86019_31,Open Tender,Works,Nil,Nil,"1,700,382.21",23-Apr-2023,"INR 1,700,382.21",
6386,Construction of compound wall at SWC Dharmagarh,Bhadrak Municipality,Municipal Bodies||Bhadrak Municipality,Municipal Council Bhadrak,Construction of compound wall at SWC Dharmagarh,"5,46,436",Civil Works - Others,,756100,BM-BDK-03-2022-23,2023_ORULB_84998_34,Open Tender,Works,Nil,Nil,"539,879",24-Apr-2023,"INR 539,879",
6391,Construction of compound wall at SWC Charbhatta,Bhadrak Municipality,Municipal Bodies||Bhadrak Municipality,Municipal Council Bhadrak,Construction of compound wall at SWC Charbhatta,"13,21,000",Civil Works - Others,,756100,BM-BDK-03-2022-23,2023_ORULB_84998_132,Open Tender,Works,Nil,Nil,"1,321,000",25-Apr-2023,"INR 1,321,000",
6416,Construction of compound wall at SWC Jatni,Nimapara,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Nimapada Irr Division, Nimapada","O.O the S.E., Nimapara Irr Divn. Nimapara",Construction of compound wall at SWC Jatni,"3,42,352",Civil Works - Canal,Canal,752106,e-PROCUREMENT NOTICE NO 08 OF 2022-23,2023_CELBB_86068_11,Open Tender,Works,Nil,Nil,"291,033",12-Apr-2023,"INR 291,033",
6434,CONSTRUCTION OF 8 LANE 400 MTRS. SYNTHETIC ATHLETIC TRACK WITH NATURAL GRASS FOOTBALL AT INTEGRATED SPORTS COMPLEX JEYPORE,Badampahar,ST and SC Development Deptt||ITDA Rairangpur,"ITDA, Rairangpur",Building Work,"8,77,192",Civil Works - Buildings,,757050,"TCN-02/2022-23 of ITDA, Rairangpur",2022_STSCD_77809_19,National Competitive Bid,Works,Nil,Nil,"745,701.26",30-Nov-2022,"INR 745,701.26",
6453,"Cluster of 1.Constn. of 8 Nos. F type Qtrs. At- R.O. Khurda 2.Constn. of 4 Nos. E type Qtr. At- R.O. Khurda and 3.Constn. of 4 Nos. F type Qtr. At- Sadar P.S, Khurda",Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Building Work,"2,16,096",Civil Works - Others,,759122,EO/AGLM-08/2022-23,2022_ORULB_81626_2,Open Tender,Works,Nil,Nil,"216,096",21-Feb-2023,"INR 216,096.36",
6468,"Cluster of 1.Constn. of 8 Nos. F type Qtrs. At- District Hdqtrs., Mayurbhanj and 2.Constn. of 18 Nos. F type Qtrs. At- District Hdqtrs., Mayurbhanj",Angul,Municipal Bodies||Angul Municipality,"O/O Executive Officer, Angul Municipality, Angul",Building Work,"2,58,928",Civil Works - Others,,759122,EO/AGLM-07/2022-23,2022_ORULB_80803_21,Open Tender,Works,Nil,Nil,"220,115",02-Mar-2023,"INR 258,927.8",
6486,"Construction of CHC Building at Karlamunda, Kalahandi",Barbil,Municipal Bodies||Barbil Municipality,Barbil Municipality Office,Building Work,"20,26,000",Civil Works - Others,,758035,BBLM-2/2022-23,2022_ORULB_79787_45,Open Tender,Works,Nil,Nil,"2,079,548.40",21-Sep-2022,"INR 2,319,169",
6487,"Construction of CHC Building at Purunakatak, Boudh",Barbil,Municipal Bodies||Barbil Municipality,Barbil Municipality Office,Building Work,"20,26,000",Civil Works - Others,,758035,BBLM-2/2022-23,2022_ORULB_79787_44,Open Tender,Works,Nil,Nil,"2,070,686.94",08-Sep-2022,"INR 2,319,169",
