Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
Construction of Chuanmunda Check Dam PKD type in Phulbani Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Chuanmunda Check Dam PKD type in Phulbani Block of Kandhamal district under MATY scheme for the year 2022-23,"72,68,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_6,National Competitive Bid,Works,Nil,Nil,"6,177,969",15-Apr-2023,"INR 6,177,969",
Construction of Ganjukhol Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Ganjukhol Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,"74,17,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_5,National Competitive Bid,Works,Nil,Nil,"6,305,045",15-Apr-2023,"INR 6,305,045",
Construction of Pakari-1 Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Pakari-1 Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,"53,15,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_4,National Competitive Bid,Works,Nil,Nil,"4,517,514",15-Apr-2023,"INR 4,517,514",
Construction of Barasahi Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Barasahi Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,"69,09,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_3,National Competitive Bid,Works,Nil,Nil,"5,872,661",15-Apr-2023,"INR 5,872,661",
Construction of Suberpanga Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Suberpanga Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,"71,51,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_2,National Competitive Bid,Works,Nil,Nil,"6,078,385",15-Apr-2023,"INR 6,078,385",
Construction of Sriguni Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o Executive Engineer, K.M.I.Divn,Phulbani",Construction of Sriguni Check Dam PKD type in Phiringia Block of Kandhamal district under MATY scheme for the year 2022-23,"64,71,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-03/2022-23,2022_CEMIB_82292_1,National Competitive Bid,Works,Nil,Nil,"5,500,256",15-Apr-2023,"INR 5,500,256",
Construction of Kharabahali-IV check dam over Samaleswari Nalla near village Barhapurof Ambgaon GP in Kantamal Block of Boudh District,Kantamal,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Kharabahali-IV check dam over Samaleswari Nalla near village Barhapurof Ambgaon GP in Kantamal Block of Boudh District,"69,53,912",Civil Works - Others,NA,762017,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_9,Open Tender,Works,Nil,Nil,"5,911,520",23-Nov-2022,"INR 5,911,520",
Construction of Sagiripada check dam over Samaleswari Nalla near village Sagiripada of Ambgaon GP in Kantamal Block of Boudh District.,Kantamal,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Sagiripada check dam over Samaleswari Nalla near village Sagiripada of Ambgaon GP in Kantamal Block of Boudh District.,"74,15,724",Civil Works - Others,NA,762017,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_8,Open Tender,Works,Nil,Nil,"6,304,107",23-Nov-2022,"INR 6,304,107",
Construction of Ringapada-II check dam over Kalimuhani Nalla near village Barhapurof Narayan Prasad GP in Kantamal Block of Boudh District.,Kantamal,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Ringapada-II check dam over Kalimuhani Nalla near village Barhapurof Narayan Prasad GP in Kantamal Block of Boudh District.,"81,23,298",Civil Works - Others,NA,762017,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_7,Open Tender,Works,Nil,Nil,"6,905,615",23-Nov-2022,"INR 6,905,615",
Construction of Ringapada-I check dam over Kalimuhani Nalla near village Barhapurof Narayan Prasad GP in Kantamal Block of Boudh District,Kantamal,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Ringapada-I check dam over Kalimuhani Nalla near village Barhapurof Narayan Prasad GP in Kantamal Block of Boudh District,"80,73,939",Civil Works - Others,NA,762017,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_6,Open Tender,Works,Nil,Nil,"6,863,656",23-Nov-2022,"INR 6,863,656",
Construction of Satakhanda check dam over Satakhanda Nalla near village Satakhanda of Mahalikpada GP in Harabhanga Block of Boudh District,Harabhanga,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Satakhanda check dam over Satakhanda Nalla near village Satakhanda of Mahalikpada GP in Harabhanga Block of Boudh District,"50,10,702",Civil Works - Others,NA,762020,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_5,Open Tender,Works,Nil,Nil,"4,259,598",23-Nov-2022,"INR 4,259,598",
Construction of Karadakotha check dam over Rakatai Nalla near village Karadakotha of Mahalikpada GP in Harabhanga Block of Boudh District,Harabhanga,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Karadakotha check dam over Rakatai Nalla near village Karadakotha of Mahalikpada GP in Harabhanga Block of Boudh District,"77,55,547",Civil Works - Others,NA,762020,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_4,Open Tender,Works,Nil,Nil,"6,592,991",23-Nov-2022,"INR 6,592,991",
Construction of Kiramaska check dam over Purunapani Nalla near village Kiramaska of Talagaon GP in Harabhanga Block of Boudh District,Harabhanga,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Kiramaska check dam over Purunapani Nalla near village Kiramaska of Talagaon GP in Harabhanga Block of Boudh District,"60,64,327",Civil Works - Others,NA,762020,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_3,Open Tender,Works,Nil,Nil,"5,155,285",23-Nov-2022,"INR 5,155,285",
Construction of Damanda check dam over Damanda Nalla near village Damanda of Chhatarang GP in Harabhanga Block of Boudh District,Harabhanga,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Damanda check dam over Damanda Nalla near village Damanda of Chhatarang GP in Harabhanga Block of Boudh District,"50,39,651",Civil Works - Others,NA,762020,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_2,Open Tender,Works,Nil,Nil,"4,284,207",23-Nov-2022,"INR 4,284,207",
Construction of Balisahi check dam over Balisahi Nalla near village Mahalikpada of Kusanga GP in Harabhanga Block of Boudh District,Harabhanga,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE,MI Divn, Boudh","EE, Minor Irrigation Division, Boudh",Construction of Balisahi check dam over Balisahi Nalla near village Mahalikpada of Kusanga GP in Harabhanga Block of Boudh District,"55,54,726",Civil Works - Others,NA,762020,ONLINE/04/BMID/2022-2023,2022_CEMIB_82171_1,Open Tender,Works,Nil,Nil,"4,722,072",23-Nov-2022,"INR 4,722,072",
Construction of K. Pakhanaguda in stream storage Check Dam (Low Height Check Dam) over Birinadi near village K.Pakhanaguda in Kundra Block of Koraput District.,Kundra,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of K. Pakhanaguda in stream storage Check Dam (Low Height Check Dam) over Birinadi near village K.Pakhanaguda in Kundra Block of Koraput District.,"50,63,479",Civil Works - Water Works,NA,764002,MIDJEY06/2022-23,2022_CEMIB_82070_3,Open Tender,Works,Nil,Nil,"4,304,463.59",03-Feb-2023,"INR 4,304,463.59",
Construction of Renga in stream storage Check Dam (Low height Check Dam) over local nallah near village Renga in Narayanpatna Block of Koraput District,Narayanapatna,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Renga in stream storage Check Dam (Low height Check Dam) over local nallah near village Renga in Narayanpatna Block of Koraput District,"52,28,176",Civil Works - Water Works,NA,764014,MIDJEY06/2022-23,2022_CEMIB_82070_2,Open Tender,Works,Nil,Nil,"4,444,472.54",03-Feb-2023,"INR 4,444,472.54",
Construction of Kuhudigaon in stream storage Check Dam (Low Height Check Dam) over Sunakata Nalla near village Batakuhudi in Kotpad Block of Koraput District.,Kotpad,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Kuhudigaon in stream storage Check Dam (Low Height Check Dam) over Sunakata Nalla near village Batakuhudi in Kotpad Block of Koraput District.,"64,23,682",Civil Works - Water Works,NA,764058,MIDJEY06/2022-23,2022_CEMIB_82070_1,Open Tender,Works,Nil,Nil,"5,460,771.71",03-Feb-2023,"INR 5,460,771.71",
Construction of Kumbharguda Check Dam over Kanyajodi Nallah near village Kumbharguda in Boipariguda Block of Koraput District.,Boipariguda,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Kumbharguda Check Dam over Kanyajodi Nallah near village Kumbharguda in Boipariguda Block of Koraput District.,"48,59,829",Civil Works - Water Works,NA,764043,MIDJEY05/2022-23,2022_CEMIB_82026_6,Open Tender,Works,Nil,Nil,"4,131,340",02-Feb-2023,"INR 4,131,340",
Construction of Talaulubadi in stream storage Check Dam (Low height Check Dam) over local nallah near village Talaulubadi in Narayanpatna Block of Koraput District,Narayanapatna,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Talaulubadi in stream storage Check Dam (Low height Check Dam) over local nallah near village Talaulubadi in Narayanpatna Block of Koraput District,"42,72,838",Civil Works - Water Works,NA,764014,MIDJEY05/2022-23,2022_CEMIB_82026_5,Open Tender,Works,Nil,Nil,"3,632,339.75",02-Feb-2023,"INR 3,632,340",
Construction of P. Maliguda Check Dam over Panijhola Nalla near village P. Maliguda in Boipariguda Block of Koraput District.,Boipariguda,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of P. Maliguda Check Dam over Panijhola Nalla near village P. Maliguda in Boipariguda Block of Koraput District.,"41,16,686",Civil Works - Water Works,NA,764043,MIDJEY05/2022-23,2022_CEMIB_82026_4,Open Tender,Works,Nil,Nil,"3,499,595",24-Jan-2023,"INR 3,499,595",
Construction of Bijaguda in stream storage Check Dam (Low height Check Dam) over local nallah near village Bijaguda in Lamataput Block of Koraput District,Lamataput,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Bijaguda in stream storage Check Dam (Low height Check Dam) over local nallah near village Bijaguda in Lamataput Block of Koraput District,"35,92,786",Civil Works - Water Works,NA,764081,MIDJEY05/2022-23,2022_CEMIB_82026_3,Open Tender,Works,Nil,Nil,"3,054,227.43",03-Feb-2023,"INR 3,054,227",
Construction of Meriput in stream storage Check Dam (Low height Check Dam) over local nallah near village Meriput in Lamataput Block of Koraput District.,Lamataput,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Meriput in stream storage Check Dam (Low height Check Dam) over local nallah near village Meriput in Lamataput Block of Koraput District.,"41,39,478",Civil Works - Water Works,NA,764081,MIDJEY05/2022-23,2022_CEMIB_82026_2,Open Tender,Works,Nil,Nil,"3,518,971",24-Jan-2023,"INR 3,518,971",
Construction of Mankidini in stream storage Check Dam (Low height Check Dam) over local nallah near village Mankidi in Narayanpatna Block of Koraput District.,Narayanapatna,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Jeypore","Executive Engineer, M.I. Division, Jeypore",Construction of Mankidini in stream storage Check Dam (Low height Check Dam) over local nallah near village Mankidi in Narayanpatna Block of Koraput District.,"43,55,080",Civil Works - Water Works,NA,764014,MIDJEY05/2022-23,2022_CEMIB_82026_1,Open Tender,Works,Nil,Nil,"3,702,253.72",02-Feb-2023,"INR 3,702,253.72",
"Const of D/S including cons. of Fall, Outlet, VRC , Cross-drainage syphon, Tail cluster, EW of canal and H/W works i.e. H/R, U/s stone rip-rap of earthdam of Sankarpur kata MIP in Naktideul Block of SBP District under Critical Grant 2021-22.",SAMBALPUR,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR",EE MIDIVISION SAMBALPUR,"Const of D/S including cons. of Fall, Outlet, VRC , Cross-drainage syphon, Tail cluster, EW of canal and H/W works i.e. H/R, U/s stone rip-rap of earthdam of Sankarpur kata MIP in Naktideul Block of SBP District under Critical Grant 2021-22.","73,52,000",Civil Works - Water Works,NA,768001,EEMID SBP-11 of 2021-22,2022_CEMIB_75732_2,Open Tender,Works,Nil,Nil,"6,249,091.47",14-Apr-2022,"INR 7,351,007.49",
"Construction of Surplus Escape, Head Regulator and Improvement to Earth Dam of Salebhatakata MIP in Naktideul Block of Sambalpur District under Critical Grant 2021-22.",SAMBALPUR,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR","E E, M.I.Division, Sambalpur","Construction of Surplus Escape, Head Regulator and Improvement to Earth Dam of Salebhatakata MIP in Naktideul Block of Sambalpur District under Critical Grant 2021-22.","51,00,000",Civil Works - Water Works,NA,768001,EEMID SBP-11 of 2021-22,2022_CEMIB_75732_1,Open Tender,Works,Nil,Nil,"4,319,689.90",14-Apr-2022,"INR 5,081,390.31",
Construction of Pokasungha Check Dam near Commission Piped Water Supply scheme near village Pokasungha in Badabarba GP of Raikia Block of Kandhamal district under BKoGY for the year 2021-22,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o the EE, KMID, Phulbani",Construction of Pokasungha Check Dam near Commission Piped Water Supply scheme near village Pokasungha in Badabarba GP of Raikia Block of Kandhamal district under BKoGY for the year 2021-22,"15,78,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-02/2021-22,2021_CEMIB_75010_7,National Competitive Bid,Works,Nil,Nil,"1,341,410.69",26-May-2022,"INR 1,341,410.69",
Renovation of Dulurinalla Check Dam (Low Height Check Dam) over Duluri nalla near village Dulurisahi in Daringibadi Block of Kandhamal district under BKoGY for the year 2021-22,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o the EE, KMID, Phulbani",Renovation of Dulurinalla Check Dam (Low Height Check Dam) over Duluri nalla near village Dulurisahi in Daringibadi Block of Kandhamal district under BKoGY for the year 2021-22,"26,79,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-02/2021-22,2021_CEMIB_75010_3,National Competitive Bid,Works,Nil,Nil,"2,277,037.95",26-May-2022,"INR 2,277,037.95",
Construction of Kotagada Check Dam near Commission Piped Water Supply scheme near village Kotagada in Kotagada Block of Kandhamal district under BKoGY for the year 2021-22,Phulbani,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||EE Kandhamal MI Divn. Phulbani","O/o the EE, KMID, Phulbani",Construction of Kotagada Check Dam near Commission Piped Water Supply scheme near village Kotagada in Kotagada Block of Kandhamal district under BKoGY for the year 2021-22,"40,76,000",Civil Works - Others,NA,762001,BID IDENTIFICATION NO-02/2021-22,2021_CEMIB_75010_2,National Competitive Bid,Works,Nil,Nil,"3,464,818.28",26-May-2022,"INR 3,464,818.28",
Providing paver block at Dam Top Road of Ret Irrigation Project,"Ret Dam,Kuttingpadar,Narla Block,Kalahandi",CCE Ret Irr. Project Bhawanipatna||CCE Ret Irrigation Project||Ret Dam Division Kuttingpadar,"Superintending Engineer,Ret Dam Division,Kuttingpa",Paver work,"92,82,895",Civil Works - Roads,NA,766002,SERDD-01/2022-23,2023_RIPB_85398_1,Open Tender,Works,Nil,Nil,"7,891,389",16-Feb-2023,"INR 7,891,389",
"Repair and Restoration of Gunsartha Kiagadia Primary School to Bagsahi Choudhury Pokhari Via- Uplahat Bipin Matha, Mohadev Mandir and Patra Pokhari road for the year 2022-23",Jaleswar,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,"Rural Works Division, Jaleswar",Road Work,"5,25,618",Civil Works - Roads,NA,756086,SE/RW/Jls- 04/2022-23,2022_CERWI_83508_26,Open Tender,Works,Nil,Nil,"446,445",15-Feb-2023,"INR 525,168",
Kantira Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"20,33,899",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_8,Open Tender,Works,Nil,Nil,"1,729,018",27-Apr-2023,"INR 1,729,018",
Atta Bada Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"28,81,356",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_7,Open Tender,Works,Nil,Nil,"1,449,441",27-Apr-2023,"INR 2,449,441",
Ampoloba Taila Sahi Pokhari (Harijana Sahi),"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"25,74,625",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_6,Open Tender,Works,Nil,Nil,"2,188,689",27-Apr-2023,"INR 2,188,689",
Kaunra Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"38,13,642",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_5,Open Tender,Works,Nil,Nil,"3,241,978",27-Apr-2023,"INR 3,241,978",
Ambasara Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"20,76,308",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_4,Open Tender,Works,Nil,Nil,"1,765,070",27-Apr-2023,"INR 1,765,070",
Kharadi Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"21,18,700",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_3,Open Tender,Works,Nil,Nil,"1,801,107",27-Apr-2023,"INR 1,801,107",
Patana Dalaki Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"16,94,916",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_2,Open Tender,Works,Nil,Nil,"1,440,849",27-Apr-2023,"INR 1,440,849",
Renovatoin and Beautification of Sundaribandha Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"15,74,326",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_14,Open Tender,Works,Nil,Nil,"1,338,335",27-Apr-2023,"INR 1,338,335",
Renovation and Beautification of Kusumundia Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"16,64,633",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_13,Open Tender,Works,Nil,Nil,"1,415,105",27-Apr-2023,"INR 1,415,105",
Renovation and beautification of Kabata Raigadia Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"30,71,680",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_12,Open Tender,Works,Nil,Nil,"2,611,236",27-Apr-2023,"INR 2,611,236",
Nuadihi Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"23,72,882",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86729_1,Open Tender,Works,Nil,Nil,"2,017,187",27-Apr-2023,"INR 2,017,187",
Kankadapal Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"30,76,272",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86725_1,Open Tender,Works,Nil,Nil,"2,615,139",27-Apr-2023,"INR 2,615,139",
Renovation and beautification of Ambagadia Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Works (Pond),"20,36,123",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86724_1,Open Tender,Works,Nil,Nil,"1,730,909",27-Apr-2023,"INR 1,730,909",
Renovaton of Saransa Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Work (Pond),"32,96,242",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86723_1,Open Tender,Works,Nil,Nil,"2,802,136",27-Apr-2023,"INR 2,802,136",
Renovation and beautification of Suagadia Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Water Work (Pond),"23,91,145",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86722_1,Open Tender,Works,Nil,Nil,"2,032,713",27-Apr-2023,"INR 2,032,713",
Renovation and beautification of Botolanda Pokhari,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI OFFICE, SUKINDA, JAJPUR",Renovation and beautification,"30,83,277",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86721_1,Open Tender,Works,Nil,Nil,"2,621,094",27-Apr-2023,"INR 2,621,094",
Renovation and Beuatification of Rankia Podomora Pokhari,"PANCHAYAT SAMITI,SUKINDA",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||SUKINDA Block,"PANCHAYAT SAMITI,SUKINDA",Renovation and beautification,"24,25,853",Civil Works - Water Works,NA,755018,TENDER ONLINE 01 SUKINDA 2022-23,2023_PRSKI_86719_1,Open Tender,Works,Nil,Nil,"2,062,218",27-Apr-2023,"INR 2,062,218",
"Renovation and Beautification of Saluani Pokhari, Ranipada","DANAGADI, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DANAGADI Block,"PANCHAYAT SAMITI, DANAGADI",Renovation and Beautification of pond,"16,13,880",Civil Works - Others,NA,755026,01 DANAGADI/2022-23,2023_PRDNG_86391_1,Open Tender,Works,Nil,Nil,"1,371,957",13-Apr-2023,"INR 1,371,957",
RENOVATION AND BEAUTIFICATION OF PANKAPAL JHARANA POKHARI,"DANAGADI, JAJPUR",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DANAGADI Block,"PANCHAYAT SAMITI, DANAGADI",RENOVATION AND BEAUTIFICATION OF POND,"12,59,125",Civil Works - Others,NA,755026,01 DANAGADI/2022-23,2023_PRDNG_86361_1,Open Tender,Works,Nil,Nil,"1,070,382",13-Apr-2023,"INR 1,070,382",
